ProductID,Name,ProductNumber,Color,StandardCost,ListPrice,Size,Weight,ProductCategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,ThumbNailPhoto,ThumbnailPhotoFileName,rowguid,ModifiedDate
715,"Long-Sleeve Logo Jersey, L",LJ-0192-L,Multi,38.4923,49.9900,L,null,25,11,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAyAPcAABQlZ/z8/J+fnyxLZ87OzuTk5Dtliqqqqiw0WMrKyvDw8EdXpRAYLsbGxubm5urq6qSkpO7u7uLi4mlmZa+vrxAhNiJai4iVqtLQ5rGxsY2v0zMzNfr6+i5zsiVLcmNwmLK8yHZ1esLCwhhHnfb29lB1rDI= (truncated),awc_jersey_male_small.gif,34CF5EF5-C077-4EA0-914A-084814D5CBD5,2008-03-11T10:01:36.827+0000
716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,Multi,38.4923,49.9900,XL,null,25,11,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAyAPcAABQlZ/z8/J+fnyxLZ87OzuTk5Dtliqqqqiw0WMrKyvDw8EdXpRAYLsbGxubm5urq6qSkpO7u7uLi4mlmZa+vrxAhNiJai4iVqtLQ5rGxsY2v0zMzNfr6+i5zsiVLcmNwmLK8yHZ1esLCwhhHnfb29lB1rDI= (truncated),awc_jersey_male_small.gif,6EC47EC9-C041-4DDA-B686-2125D539CE9B,2008-03-11T10:01:36.827+0000
717,"HL Road Frame - Red, 62",FR-R92R-62,Red,868.6342,1431.5000,62,1043.26,18,6,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,052E4F8B-0A2A-46B2-9F42-10FEBCFAE416,2008-03-11T10:01:36.827+0000
718,"HL Road Frame - Red, 44",FR-R92R-44,Red,868.6342,1431.5000,44,961.61,18,6,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,A88D3B54-2CAE-43F2-8C6E-EA1D97B46A7C,2008-03-11T10:01:36.827+0000
719,"HL Road Frame - Red, 48",FR-R92R-48,Red,868.6342,1431.5000,48,979.75,18,6,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,07BEFC9A-7634-402B-B234-D7797733BAAF,2008-03-11T10:01:36.827+0000
720,"HL Road Frame - Red, 52",FR-R92R-52,Red,868.6342,1431.5000,52,997.90,18,6,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,FCFEA68F-310E-4E6E-9F99-BB17D011EBAE,2008-03-11T10:01:36.827+0000
721,"HL Road Frame - Red, 56",FR-R92R-56,Red,868.6342,1431.5000,56,1016.04,18,6,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,56C85873-4993-41B4-8096-1067CFD7E4BD,2008-03-11T10:01:36.827+0000
722,"LL Road Frame - Black, 58",FR-R38B-58,Black,204.6251,337.2200,58,1115.83,18,9,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,2140F256-F705-4D67-975D-32DE03265838,2008-03-11T10:01:36.827+0000
723,"LL Road Frame - Black, 60",FR-R38B-60,Black,204.6251,337.2200,60,1124.90,18,9,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,AA95E2A5-E7C4-4B74-B1EA-B52EE3B51537,2008-03-11T10:01:36.827+0000
724,"LL Road Frame - Black, 62",FR-R38B-62,Black,204.6251,337.2200,62,1133.98,18,9,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,5247BE33-50BF-4527-8A30-A39AAE500A8E,2008-03-11T10:01:36.827+0000
725,"LL Road Frame - Red, 44",FR-R38R-44,Red,187.1571,337.2200,44,1052.33,18,9,2005-07-01T00:00:00.000+0000,2007-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,137D319D-44AD-42B2-AB61-60B9CE52B5F2,2008-03-11T10:01:36.827+0000
726,"LL Road Frame - Red, 48",FR-R38R-48,Red,187.1571,337.2200,48,1070.47,18,9,2005-07-01T00:00:00.000+0000,2007-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,35213547-275F-4767-805D-C8A4B8E13745,2008-03-11T10:01:36.827+0000
727,"LL Road Frame - Red, 52",FR-R38R-52,Red,187.1571,337.2200,52,1088.62,18,9,2005-07-01T00:00:00.000+0000,2007-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,C455E0B3-D716-419D-ABF0-7E03EFDD2E26,2008-03-11T10:01:36.827+0000
728,"LL Road Frame - Red, 58",FR-R38R-58,Red,187.1571,337.2200,58,1115.83,18,9,2005-07-01T00:00:00.000+0000,2007-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,799A56FF-5AD2-41B3-BFAC-528B477AD129,2008-03-11T10:01:36.827+0000
729,"LL Road Frame - Red, 60",FR-R38R-60,Red,187.1571,337.2200,60,1124.90,18,9,2005-07-01T00:00:00.000+0000,2007-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,1784BB14-D1F5-4B24-92DA-9127AD179302,2008-03-11T10:01:36.827+0000
730,"LL Road Frame - Red, 62",FR-R38R-62,Red,187.1571,337.2200,62,1133.98,18,9,2005-07-01T00:00:00.000+0000,2007-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,7E73AA1F-8569-4D87-9F80-AC2E513E0803,2008-03-11T10:01:36.827+0000
731,"ML Road Frame - Red, 44",FR-R72R-44,Red,352.1394,594.8300,44,1006.97,18,16,2005-07-01T00:00:00.000+0000,2006-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,459E041C-3234-409E-B4CD-81728F8A2398,2008-03-11T10:01:36.827+0000
732,"ML Road Frame - Red, 48",FR-R72R-48,Red,352.1394,594.8300,48,1025.11,18,16,2005-07-01T00:00:00.000+0000,2006-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,B673189C-C042-413B-8194-73BC44B0492C,2008-03-11T10:01:36.827+0000
733,"ML Road Frame - Red, 52",FR-R72R-52,Red,352.1394,594.8300,52,1043.26,18,16,2005-07-01T00:00:00.000+0000,2006-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,55EA276B-82D8-4CCB-9AB1-9B1B75B15A83,2008-03-11T10:01:36.827+0000
734,"ML Road Frame - Red, 58",FR-R72R-58,Red,352.1394,594.8300,58,1070.47,18,16,2005-07-01T00:00:00.000+0000,2006-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,DF4CE1E2-BA9A-4657-B999-CCFA6C55D9C1,2008-03-11T10:01:36.827+0000
735,"ML Road Frame - Red, 60",FR-R72R-60,Red,352.1394,594.8300,60,1079.54,18,16,2005-07-01T00:00:00.000+0000,2006-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,B2E48E8C-63A5-469A-BA4C-4F5EBB1104A4,2008-03-11T10:01:36.827+0000
736,"LL Road Frame - Black, 44",FR-R38B-44,Black,204.6251,337.2200,44,1052.33,18,9,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,C9967889-F490-4A66-943A-BCE432E938D8,2008-03-11T10:01:36.827+0000
737,"LL Road Frame - Black, 48",FR-R38B-48,Black,204.6251,337.2200,48,1070.47,18,9,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,3B5F29B6-A441-4FF7-A0FA-FAD10E2CEB4C,2008-03-11T10:01:36.827+0000
738,"LL Road Frame - Black, 52",FR-R38B-52,Black,204.6251,337.2200,52,1088.62,18,9,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAAAAAIAAAACAAICAAAAAgIAAgACAgICAgMDAwP8AAAD/AP//AAAA//8A/wD//////wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA= (truncated),no_image_available_small.gif,18FC5D72-A012-4DC7-BB35-0D01A84D0219,2008-03-11T10:01:36.827+0000
739,"HL Mountain Frame - Silver, 42",FR-M94S-42,Silver,747.2002,1364.5000,42,1233.76,16,5,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAMHDvfT09LvMyezq6sLU0azCu7W4tNra2ri6tau4tKq1sujm5tbV1ai0rerq6sfIxLCyrKazs+Li4t/e3uHg4Ozs7LO9u/Dw8M3SzNTZ1PTy88LSzero6OTi4ubz89zc3Mrb2fLy8qSlo/Du7q2trKu9u7Q= (truncated),frame_silver_small.gif,8AE32663-8D6F-457D-8343-5B181FEC43A7,2008-03-11T10:01:36.827+0000
740,"HL Mountain Frame - Silver, 44",FR-M94S-44,Silver,706.8110,1364.5000,44,1251.91,16,5,2005-07-01T00:00:00.000+0000,2006-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAMHDvfT09LvMyezq6sLU0azCu7W4tNra2ri6tau4tKq1sujm5tbV1ai0rerq6sfIxLCyrKazs+Li4t/e3uHg4Ozs7LO9u/Dw8M3SzNTZ1PTy88LSzero6OTi4ubz89zc3Mrb2fLy8qSlo/Du7q2trKu9u7Q= (truncated),frame_silver_small.gif,1909C60C-C490-411D-B3E6-12DDD7832482,2008-03-11T10:01:36.827+0000
741,"HL Mountain Frame - Silver, 48",FR-M94S-52,Silver,706.8110,1364.5000,48,1270.05,16,5,2005-07-01T00:00:00.000+0000,2006-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAMHDvfT09LvMyezq6sLU0azCu7W4tNra2ri6tau4tKq1sujm5tbV1ai0rerq6sfIxLCyrKazs+Li4t/e3uHg4Ozs7LO9u/Dw8M3SzNTZ1PTy88LSzero6OTi4ubz89zc3Mrb2fLy8qSlo/Du7q2trKu9u7Q= (truncated),frame_silver_small.gif,B181EC1F-CA20-4724-B2EB-15F3E455142E,2008-03-11T10:01:36.827+0000
742,"HL Mountain Frame - Silver, 46",FR-M94S-46,Silver,747.2002,1364.5000,46,1288.20,16,5,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAMHDvfT09LvMyezq6sLU0azCu7W4tNra2ri6tau4tKq1sujm5tbV1ai0rerq6sfIxLCyrKazs+Li4t/e3uHg4Ozs7LO9u/Dw8M3SzNTZ1PTy88LSzero6OTi4ubz89zc3Mrb2fLy8qSlo/Du7q2trKu9u7Q= (truncated),frame_silver_small.gif,A189D86E-D923-4336-B13D-A5DB6F426540,2008-03-11T10:01:36.827+0000
743,"HL Mountain Frame - Black, 42",FR-M94B-42,Black,739.0410,1349.6000,42,1233.76,16,5,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAOzs7NHR0aOjo9zc3OPi4ltbWoWEg8TExPPy8mtsavTy8+Xk5OXi4+ro6FNUUvXz84uMifDu7ubm5r29vOLc3Ojm55OTk319fNjY2O7u7pubm97c3u3q6kRFQ+bk5Dw9Ovny8dzb3NTV1O/s7NvU1fLw8ek= (truncated),frame_black_small.gif,27DB28F8-5AB8-4091-B94E-6F1B2D8E7AB0,2008-03-11T10:01:36.827+0000
744,"HL Mountain Frame - Black, 44",FR-M94B-44,Black,699.0928,1349.6000,44,1251.91,16,5,2005-07-01T00:00:00.000+0000,2006-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAOzs7NHR0aOjo9zc3OPi4ltbWoWEg8TExPPy8mtsavTy8+Xk5OXi4+ro6FNUUvXz84uMifDu7ubm5r29vOLc3Ojm55OTk319fNjY2O7u7pubm97c3u3q6kRFQ+bk5Dw9Ovny8dzb3NTV1O/s7NvU1fLw8ek= (truncated),frame_black_small.gif,CB443286-6B25-409F-A10B-1AD4EEB4BD4E,2008-03-11T10:01:36.827+0000
745,"HL Mountain Frame - Black, 48",FR-M94B-48,Black,699.0928,1349.6000,48,1270.05,16,5,2005-07-01T00:00:00.000+0000,2006-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAOzs7NHR0aOjo9zc3OPi4ltbWoWEg8TExPPy8mtsavTy8+Xk5OXi4+ro6FNUUvXz84uMifDu7ubm5r29vOLc3Ojm55OTk319fNjY2O7u7pubm97c3u3q6kRFQ+bk5Dw9Ovny8dzb3NTV1O/s7NvU1fLw8ek= (truncated),frame_black_small.gif,1FEE0573-6676-432D-8D6D-41BA9FAA5865,2008-03-11T10:01:36.827+0000
746,"HL Mountain Frame - Black, 46",FR-M94B-46,Black,739.0410,1349.6000,46,1288.20,16,5,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAOzs7NHR0aOjo9zc3OPi4ltbWoWEg8TExPPy8mtsavTy8+Xk5OXi4+ro6FNUUvXz84uMifDu7ubm5r29vOLc3Ojm55OTk319fNjY2O7u7pubm97c3u3q6kRFQ+bk5Dw9Ovny8dzb3NTV1O/s7NvU1fLw8ek= (truncated),frame_black_small.gif,50ABEBCB-451E-42B9-8DBB-E5C4A34470E9,2008-03-11T10:01:36.827+0000
747,"HL Mountain Frame - Black, 38",FR-M94B-38,Black,739.0410,1349.6000,38,1215.62,16,5,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAOzs7NHR0aOjo9zc3OPi4ltbWoWEg8TExPPy8mtsavTy8+Xk5OXi4+ro6FNUUvXz84uMifDu7ubm5r29vOLc3Ojm55OTk319fNjY2O7u7pubm97c3u3q6kRFQ+bk5Dw9Ovny8dzb3NTV1O/s7NvU1fLw8ek= (truncated),frame_black_small.gif,0C548577-3171-4CE2-B9A0-1ED526849DE8,2008-03-11T10:01:36.827+0000
748,"HL Mountain Frame - Silver, 38",FR-M94S-38,Silver,747.2002,1364.5000,38,1215.62,16,5,2005-07-01T00:00:00.000+0000,null,null,R0lGODlhUAAxAPcAAMHDvfT09LvMyezq6sLU0azCu7W4tNra2ri6tau4tKq1sujm5tbV1ai0rerq6sfIxLCyrKazs+Li4t/e3uHg4Ozs7LO9u/Dw8M3SzNTZ1PTy88LSzero6OTi4ubz89zc3Mrb2fLy8qSlo/Du7q2trKu9u7Q= (truncated),frame_silver_small.gif,F246ACAA-A80B-40EC-9208-02EDEF885129,2008-03-11T10:01:36.827+0000
749,"Road-150 Red, 62",BK-R93R-62,Red,2171.2942,3578.2700,62,6803.85,6,25,2005-07-01T00:00:00.000+0000,2006-06-30T00:00:00.000+0000,null,R0lGODlhUAAxAPcAAJIEB8a8wzk0OlhUWdAWLfn5/fn5+dzb29vk6KkuN/l4iFshKdPKzsTBxfnr7Idqb0hDSahFTfT0+u3t9fHx8ePj5O7t+MZqdmZdZIN9g/Du9ODe5L3FzucAD3CFn+nz9qA5RtTS1PX1/MzJ1c01TyokKrI= (truncated),superlight_red_small.gif,BC621E1F-2553-4FDC-B22E-5E44A9003569,2008-03-11T10:01:36.827+0000
